attack_strength,F1_mean,F1_std,AUC_mean,AUC_std
0.2,0.4452788256834799,0.013083923814106377,0.6065900874635568,0.014545191850967296
0.4,0.5365122970467032,0.011612152543826134,0.7148986588921283,0.011141319820579828
0.6,0.6158520226975529,0.013095395960030043,0.7905260252672498,0.0058024146235597825
0.8,0.6767744474506916,0.009936989006903051,0.8455608163265307,0.00767528981353397
1.0,0.7486155182005924,0.009139117150867418,0.8922060252672498,0.007092142062529219
